834389,ART,219,Gregory Garretson,3,12,12,TR,09:30,10:50,Modern Art
040290,ART,224,Desirae Domer,3,14,12,MW,13:00,14:20,Digital Media II
952421,ART,236,Desirae Domer,3,10,12,T,15:30,18:20,Digital Video Production
589630,ART,255,Laveta Pea,3,13,12,TR,09:30,10:50,Digital Photography
589630,ART,255,Melia Ruge,3,13,12,M,17:00,19:50,Digital Photography
176931,ART,260,Melita Crafford,3,6,12,TR,09:30,10:50,Design II
240517,ART,270,Melia Ruge,3,10,12,MW,11:00,12:20,Typography
957073,ART,290,Katharyn Armbruster,3,8,12,TR,15:30,16:50,Web Design I
824185,ART,342,Desirae Domer,3,12,15,M,15:30,18:20,Advanced Digital Media
759196,ART,350,Melita Crafford,3,8,12,TR,14:00,15:20,Studies in Drawing
669677,ART,361,Yon Seidel,3,13,12,MW,15:30,16:50,Advanced Design
467125,ART,363,Laveta Pea,3,11,12,TR,11:00,12:20,Photojournalism
263794,ART,390,Desirae Domer,3,13,12,TR,14:00,15:20,Web Design II
227814,ART,392,Yon Seidel,3,6,12,F,12:30,15:20,Studies Graphic Design
262846,ART,440,Yon Seidel,3,6,12,MW,14:00,15:20,Production Design
558906,ART,460,Laveta Pea,3,7,15,TR,15:30,16:50,Studies in Photography:
558906,ART,460,Laveta Pea,3,4,12,TR,14:00,15:20,Studies in Photography:
619304,ART,470,Herbert Myhre,3,8,12,F,13:00,15:50,Studies in Painting
571649,ART,490,Melia Ruge,3,18,12,MW,11:00,12:20,Senior Studio
900646,ART,491,Melia Ruge,3,19,22,W,15:30,18:20,Portfolio/Senior Exhibit
738173,ART,492,Laveta Pea,3,1,1,H,00:00,00:00,Internship
738173,ART,492,Desirae Domer,3,1,1,H,00:00,00:00,Internship
738173,ART,492,Desirae Domer,3,1,1,H,00:00,00:00,Internship
738173,ART,492,Desirae Domer,3,1,1,H,00:00,00:00,Internship
738173,ART,492,Desirae Domer,3,1,1,H,00:00,00:00,Internship
738173,ART,492,Desirae Domer,3,1,1,H,00:00,00:00,Internship
738173,ART,492,Herbert Myhre,3,2,1,H,00:00,00:00,Internship
501417,ART,499,Desirae Domer,1,1,1,H,00:00,00:00,Independent Study
501417,ART,499,Desirae Domer,1,1,1,H,00:00,00:00,Independent Study
501417,ART,499,Desirae Domer,1,1,1,H,00:00,00:00,Independent Study
501417,ART,499,Desirae Domer,1,1,1,H,00:00,00:00,Independent Study
501417,ART,499,Desirae Domer,1,1,1,H,00:00,00:00,Independent Study
501417,ART,499,Melia Ruge,1,1,1,H,00:00,00:00,Independent Study
501417,ART,499,Herbert Myhre,1,1,1,H,00:00,00:00,Independent Study
532648,ASL,111,Verona Tenney,4,8,12,MWF,11:00,12:50,American Sign Language I & II
532648,ASL,111,Verona Tenney,4,14,14,MWF,11:00,12:50,American Sign Language I & II
532648,ASL,111,Verona Tenney,4,14,14,MWF,13:00,14:50,American Sign Language I & II
532648,ASL,111,Hassan Stoke,4,11,12,MWF,09:00,10:50,American Sign Language I & II
532648,ASL,111,Coretta Himes,4,15,14,MWF,09:00,10:50,American Sign Language I & II
532648,ASL,111,Coretta Himes,4,11,14,MWF,15:00,16:50,American Sign Language I & II
648886,ASL,211,Jordon Fiorillo,4,14,12,MWF,09:00,10:50,American Sign Language 3 & 4
648886,ASL,211,Jordon Fiorillo,4,12,14,MWF,13:00,14:50,American Sign Language 3 & 4
648886,ASL,211,Jordon Fiorillo,4,7,14,MWF,15:00,16:50,American Sign Language 3 & 4
648886,ASL,211,Coretta Himes,4,11,12,MWF,13:00,14:50,American Sign Language 3 & 4
648886,ASL,211,Burt Aquino,4,12,12,MWF,11:00,12:50,American Sign Language 3 & 4
648886,ASL,211,Burt Aquino,4,9,14,MWF,09:00,10:50,American Sign Language 3 & 4
648886,ASL,211,Burt Aquino,4,5,14,MWF,11:00,12:50,American Sign Language 3 & 4
142719,ASL,212,Alfreda Kotter,3,15,15,M,09:00,11:50,Conversational ASL I
142719,ASL,212,Herbert Myhre,3,15,15,M,09:00,11:50,Conversational ASL I
986032,ASL,213,Herbert Myhre,3,4,12,M,09:00,11:50,Conversational ASL II
258935,ASL,270,Ranee Boeck,3,15,15,TR,11:00,12:20,ASL & English:Cmprtve Analysis
258935,ASL,270,Ranee Boeck,3,15,15,H,00:00,00:00,ASL & English:Cmprtve Analysis
258935,ASL,270,Ranee Boeck,3,3,15,H,00:00,00:00,ASL & English:Cmprtve Analysis
375865,ASL,302,Laveta Pea,3,7,15,F,09:00,11:50,Visual Language Resource Dev
558975,ASL,304,Linsey Khalil,3,13,15,T,09:30,10:50,ASL Data Analysis and App I
558975,ASL,304,Linsey Khalil,3,13,15,R,09:30,10:50,ASL Data Analysis and App I
251670,ASL,305,Linsey Khalil,3,5,15,MW,11:00,12:20,ASL Data Analysis and App II
535961,ASL,314,Aurea Peavey,3,7,15,MW,08:30,09:50,ASL Literature: Narratives
920676,ASL,315,Aurea Peavey,3,7,15,MW,08:30,09:50,ASL Literature: Poetry
956598,ASL,380,Linsey Khalil,3,10,15,TR,09:30,10:50,ASL Elocution: Applications
039943,ASL,405,Ranee Boeck,3,6,15,M,17:00,19:50,Discourse Features in ASL
219436,ASL,410,Deirdre Aylesworth,3,5,15,TR,15:30,16:50,Fund/Pract in ASL Analy & Crit
781415,ASL,421,Linsey Khalil,3,4,15,MW,12:30,13:50,Intro to ASL Instruction
688527,ASL,490,Linsey Khalil,1,1,15,H,00:00,00:00,ASL Internship
688527,ASL,490,Linsey Khalil,1,1,1,H,00:00,00:00,ASL Internship
545227,ASL,494,Ranee Boeck,3,3,15,M,15:00,17:50,Senior Seminar
577436,ASL,495,Linsey Khalil,1,4,15,MW,11:00,12:20,Special Topics
971480,ASL,709,Laveta Pea,3,6,15,T,09:00,11:50,Sign Lang Media Production
524175,ASL,745,Lois Hansell,3,15,16,H,00:00,00:00,"Sign Lang Teach, Cult and Hist"
524175,ASL,745,Lois Hansell,3,14,14,H,00:00,00:00,"Sign Lang Teach, Cult and Hist"
705018,ASL,752,Burt Aquino,3,11,10,H,00:00,00:00,Sign Language Practicum
705018,ASL,752,Steve Arzola,3,11,10,H,00:00,00:00,Sign Language Practicum
821835,ASL,760,Hollie Hamada,3,8,15,H,00:00,00:00,Connect Sign Lang Rsrch Prac
821835,ASL,760,Sunny Tien,3,13,12,H,00:00,00:00,Connect Sign Lang Rsrch Prac
016665,ASL,762,Burt Aquino,3,8,15,H,00:00,00:00,Seminar in Sign Language Edu
016665,ASL,762,Burt Aquino,3,11,12,H,00:00,00:00,Seminar in Sign Language Edu
016665,ASL,762,Burt Aquino,3,13,12,H,00:00,00:00,Seminar in Sign Language Edu
256610,ASL,770,Ashlyn Deville,3,16,15,H,00:00,00:00,Sign Lang Planning & Advocacy
256610,ASL,770,Ashlyn Deville,3,16,15,H,00:00,00:00,Sign Lang Planning & Advocacy
139098,ASL,790,Deirdre Aylesworth,3,5,6,H,00:00,00:00,Sign Language Internship
139098,ASL,790,Hollie Hamada,3,2,6,H,00:00,00:00,Sign Language Internship
139098,ASL,790,Laura Scannell,3,6,6,H,00:00,00:00,Sign Language Internship
139098,ASL,790,Laura Scannell,3,6,6,H,00:00,00:00,Sign Language Internship
139098,ASL,790,Laura Scannell,3,5,6,H,00:00,00:00,Sign Language Internship
793506,BIO,105,Roselia Whisnant,4,23,25,TR,09:30,10:50,Introduction to Human Biology
793506,BIO,105,Roselia Whisnant,4,21,25,MW,08:30,09:50,Introduction to Human Biology
793506,BIO,105,Roselia Whisnant,4,14,20,M,15:00,16:50,Introduction to Human Biology
793506,BIO,105,Roselia Whisnant,4,16,20,R,15:30,17:20,Introduction to Human Biology
793506,BIO,105,Laura Scannell,4,18,20,TR,15:30,16:50,Introduction to Human Biology
793506,BIO,105,Jesica Cryer,4,16,20,TR,09:30,10:50,Introduction to Human Biology
793506,BIO,105,Jesica Cryer,4,8,12,R,15:30,17:20,Introduction to Human Biology
793506,BIO,105,Jesica Cryer,4,20,20,TR,14:00,15:20,Introduction to Human Biology
793506,BIO,105,Corey Teets,4,19,20,TR,11:00,12:20,Introduction to Human Biology
793506,BIO,105,Corey Teets,4,11,12,W,15:00,16:50,Introduction to Human Biology
793506,BIO,105,Audra Spradley,4,12,12,F,10:00,11:50,Introduction to Human Biology
793506,BIO,105,Audra Spradley,4,11,12,F,13:00,14:50,Introduction to Human Biology
793506,BIO,105,Audra Spradley,4,10,12,W,08:00,09:50,Introduction to Human Biology
793506,BIO,105,Audra Spradley,4,18,20,F,09:00,10:50,Introduction to Human Biology
793506,BIO,105,Audra Spradley,4,16,16,F,13:00,14:50,Introduction to Human Biology
862003,BIO,106,Milton Brekke,3,6,20,TR,11:00,12:20,Medical Terminology
203916,BIO,107,Milton Brekke,4,14,20,F,13:00,14:50,Prin of Bio for Sci Majors I
203916,BIO,107,Corey Teets,4,14,20,TR,09:30,10:50,Prin of Bio for Sci Majors I
203916,BIO,107,Corey Teets,4,14,20,F,13:00,14:50,Prin of Bio for Sci Majors I
711177,BIO,108,Milton Brekke,4,18,20,T,15:30,17:20,Prin of Bio for Sci Majors II
711177,BIO,108,Corey Teets,4,18,20,TR,09:30,10:50,Prin of Bio for Sci Majors II
259054,BIO,201,Estefana Thrift,4,17,20,MW,08:00,09:50,Rsrch Mthds in the Sciences
816269,BIO,202,Corey Teets,3,5,20,H,00:00,00:00,Internship in Biology
693338,BIO,203,Roselia Whisnant,4,18,15,R,14:00,15:50,A&P for Human Service
693338,BIO,203,Roselia Whisnant,4,24,20,T,14:00,15:50,A&P for Human Service
693338,BIO,203,Kami Hansen,4,24,20,TR,08:00,09:20,A&P for Human Service
693338,BIO,203,Jannie Pastor,4,18,15,TR,08:00,09:20,A&P for Human Service
011160,BIO,211,Tracey Sherrard,4,9,15,TR,14:00,15:20,Genetics
011160,BIO,211,Tracey Sherrard,4,9,15,M,13:00,14:50,Genetics
325511,BIO,221,Tracey Sherrard,5,11,15,TR,14:00,15:20,Microbiology
325511,BIO,221,Tracey Sherrard,5,11,15,TR,15:30,17:20,Microbiology
718725,BIO,232,Roselia Whisnant,4,12,15,TR,11:00,12:20,Vertebrate Zoology
718725,BIO,232,Roselia Whisnant,4,12,15,M,15:00,16:50,Vertebrate Zoology
508985,BIO,243,Jesica Cryer,4,12,16,TR,09:30,10:50,Botany
508985,BIO,243,Jesica Cryer,4,12,16,TR,11:00,11:50,Botany
527743,BIO,251,Jannie Pastor,3,7,20,MW,08:30,09:50,Nutrition
334746,BIO,296,Corey Teets,1,1,5,H,00:00,00:00,Research Experience I
334746,BIO,296,Tracey Sherrard,1,1,1,H,00:00,00:00,Research Experience I
921799,BIO,396,Corey Teets,1,1,2,H,00:00,00:00,Research Experience II
769655,BIO,403,Corey Teets,3,9,15,MW,17:00,18:20,Senior Capstone I
679489,BIO,411,Estefana Thrift,3,4,10,MW,08:30,09:50,Human Genetics
528534,BIO,496,Corey Teets,1,1,5,H,00:00,00:00,Research Experience III
679489,BIO,711,Estefana Thrift,3,11,15,MW,08:30,09:50,Human Genetics
080170,BUS,101,Linsey Khalil,3,19,20,TR,14:00,15:20,Intro to Business
080170,BUS,101,Kia Kurland,3,16,20,MWF,09:00,09:50,Intro to Business
080170,BUS,101,Kia Kurland,3,17,20,MF,11:00,12:20,Intro to Business
080170,BUS,101,Gregory Garretson,3,20,20,TR,09:30,10:50,Intro to Business
080170,BUS,101,Gregory Garretson,3,20,20,TR,09:30,10:50,Intro to Business
432718,BUS,151,Dylan Schneiderman,3,12,20,MW,16:30,17:50,Personal Finance
469121,BUS,181,Edwardo Pokorny,3,15,15,TR,18:30,19:50,Business Computer Applications
469121,BUS,181,Deloris Conroy,3,13,15,MW,15:00,16:20,Business Computer Applications
469121,BUS,181,Deloris Conroy,3,8,15,MW,11:00,12:20,Business Computer Applications
469121,BUS,181,Nisha Pegues,3,16,20,TR,11:00,12:20,Business Computer Applications
159023,BUS,211,Mireille Jain,3,16,15,MWF,14:00,14:50,Management & Organization Beha
159023,BUS,211,Kia Kurland,3,19,20,TR,11:00,12:20,Management & Organization Beha
665784,BUS,221,Kia Kurland,3,20,20,MWF,11:00,11:50,Marketing
665784,BUS,221,Gregory Garretson,3,20,20,TR,11:00,12:20,Marketing
925363,BUS,281,Edwardo Pokorny,3,10,15,TR,18:30,19:50,Management Information Systems
925363,BUS,281,Herbert Myhre,3,16,15,MW,12:30,13:50,Management Information Systems
925363,BUS,281,Herbert Myhre,3,11,15,MW,11:00,12:20,Management Information Systems
555172,BUS,295,Adena Garrard,1,6,20,TR,17:30,19:20,Special Topics
555172,BUS,295,Linsey Khalil,1,1,15,TR,10:00,11:50,Special Topics
555172,BUS,295,Aurea Peavey,1,1,15,TR,10:00,11:50,Special Topics
159171,BUS,321,Gregory Garretson,3,12,20,TR,14:00,15:20,Advertising & Branding
829547,BUS,331,Linsey Khalil,3,18,20,TR,15:30,16:50,Business Statistics
829547,BUS,331,Linsey Khalil,3,14,15,MW,15:00,16:20,Business Statistics
247820,BUS,341,Augustus Zito,3,17,15,TR,08:00,09:20,Business Ethics
343188,BUS,351,Adena Garrard,3,19,20,TR,11:00,12:20,Business Finance
588053,BUS,353,Adena Garrard,3,6,20,TR,11:00,12:20,Investments
588053,BUS,353,Adena Garrard,3,11,20,TR,14:00,15:20,Investments
276969,BUS,371,Kami Hansen,3,10,20,TR,17:00,18:20,Business Law I
276969,BUS,371,Kami Hansen,3,25,20,TR,17:00,18:20,Business Law I
765933,BUS,395,Gregory Garretson,1,7,20,TR,15:30,16:50,Special Topics
765933,BUS,395,Deloris Conroy,1,8,15,MW,08:00,09:20,Special Topics
809751,BUS,414,Laura Scannell,3,9,20,MW,17:00,18:20,Human Resources Mgmnt
242574,BUS,421,Linsey Khalil,3,11,20,MW,11:00,12:20,Marketing Research
681197,BUS,431,Linsey Khalil,3,24,20,MW,11:00,12:20,Production & Operations Manage
296855,BUS,461,Augustus Zito,3,27,20,TR,09:30,10:50,Global Business
092156,BUS,491,Mireille Jain,3,16,20,MWF,08:00,08:50,Senior Seminar
092156,BUS,491,Kia Kurland,3,16,20,MWF,08:00,08:50,Senior Seminar
092156,BUS,491,Kia Kurland,3,9,20,MF,08:30,09:50,Senior Seminar
342937,BUS,493,Edwardo Pokorny,3,0,15,MW,16:00,17:50,Entrepreneurship
342937,BUS,493,Augustus Zito,3,0,15,MW,16:00,17:50,Entrepreneurship
143100,BUS,495,Corey Teets,1,1,15,TR,08:00,09:20,Special Topics
143100,BUS,495,Adena Garrard,1,5,20,TR,15:30,16:50,Special Topics
143100,BUS,495,Gregory Garretson,1,8,20,W,17:00,19:50,Special Topics
143100,BUS,495,Augustus Zito,1,1,15,TR,08:00,09:20,Special Topics
750551,BUS,499,Christinia Lorenzana,1,1,1,H,00:00,00:00,Independent Study
750551,BUS,499,Gregory Garretson,1,1,1,H,00:00,00:00,Independent Study
112331,CHE,107,Mica Dildine,3,17,30,MWF,10:00,10:50,General Chemistry I
735590,CHE,108,Estefana Thrift,3,16,30,MWF,10:00,10:50,General Chemistry II
708999,CHE,109,Leatrice Walck,1,12,16,W,13:00,15:50,General Chem Lab I
708999,CHE,109,Tracey Sherrard,1,12,16,W,13:00,15:50,General Chem Lab I
708999,CHE,109,Tracey Sherrard,1,3,16,R,09:00,11:50,General Chem Lab I
708999,CHE,109,Dick Strahl,1,3,16,R,09:00,11:50,General Chem Lab I
723922,CHE,110,Leatrice Walck,1,7,16,R,09:00,11:50,General Chem Lab II
723922,CHE,110,Aurea Peavey,1,9,16,F,13:00,15:50,General Chem Lab II
750569,CHE,201,Leatrice Walck,3,2,2,H,00:00,00:00,Internship in Chemistry I
750569,CHE,201,Dick Strahl,3,1,1,H,00:00,00:00,Internship in Chemistry I
815128,CHE,211,Dick Strahl,3,8,16,MWF,10:00,10:50,Organic Chemistry Lecture I
727703,CHE,212,Dick Strahl,3,9,16,MWF,10:00,10:50,Organic Chemistry Lecture II
041152,CHE,213,Dick Strahl,1,8,16,W,13:00,15:50,Organic Chemistry Laboratory I
938387,CHE,214,Dick Strahl,1,9,30,W,13:00,15:50,Organic Chem Laboratory II
210990,CHE,307,Dick Strahl,3,5,16,M,13:00,14:50,Analytical Chemistry I
210990,CHE,307,Dick Strahl,3,5,16,T,11:00,11:50,Analytical Chemistry I
491568,CHE,308,Dick Strahl,3,3,7,MWF,09:00,09:50,Analytical Chemistry II
255970,CHE,309,Leatrice Walck,2,5,16,TR,08:00,10:50,Analytical Chemistry Lab I
110421,CHE,310,Leatrice Walck,2,2,7,TR,08:00,10:50,Analytical Chemistry Lab II
858026,CHE,325,Leatrice Walck,3,11,15,MW,15:00,16:20,Biochemistry: Proteins and DNA
858026,CHE,325,Leatrice Walck,3,11,15,W,16:00,17:20,Biochemistry: Proteins and DNA
452035,CHE,327,Leatrice Walck,1,4,12,T,14:00,16:50,Biochemistry Laboratory I
818063,CHE,420,Leatrice Walck,3,8,10,TR,16:00,17:20,Pharmacology
655217,COM,150,Coretta Himes,3,16,15,TR,11:00,12:20,Introduction to Communication
655217,COM,150,Laveta Pea,3,18,15,MW,15:00,16:20,Introduction to Communication
655217,COM,150,Laveta Pea,3,16,15,MW,11:00,12:20,Introduction to Communication
655217,COM,150,Lashaun Pasha,3,15,15,TR,14:00,15:20,Introduction to Communication
317140,COM,235,Tomas Jiang,1,10,15,T,16:30,18:20,Intergroup Dialogue
317140,COM,235,Laveta Pea,1,13,15,W,16:30,18:20,Intergroup Dialogue
317140,COM,235,Lashaun Pasha,1,6,15,W,16:30,18:20,Intergroup Dialogue
823272,COM,270,Nellie Borja,3,9,15,MWF,09:00,09:50,Parliamentary Procedure
658478,COM,280,Laura Scannell,3,16,16,TR,11:00,12:20,Group Communication
658478,COM,280,Laura Scannell,3,16,16,TR,11:00,12:20,Group Communication
433535,COM,290,Lashaun Pasha,3,12,15,TR,09:30,10:50,Public Presentations
433535,COM,290,Lashaun Pasha,3,14,15,TR,14:00,15:20,Public Presentations
433535,COM,290,Nellie Borja,3,14,15,TR,17:00,18:20,Public Presentations
433535,COM,290,Nellie Borja,3,14,15,TR,17:00,18:20,Public Presentations
454102,COM,320,Kami Hansen,1,21,15,W,14:00,15:20,Internship Seminar
454102,COM,320,Katharyn Armbruster,1,21,15,W,14:00,15:20,Internship Seminar
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,20,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
415991,COM,321,Katharyn Armbruster,1,1,1,H,00:00,00:00,Internship
178562,COM,330,Laveta Pea,3,15,15,MW,12:30,13:50,Interpersonal & Group Conflict
169242,COM,340,Katharyn Armbruster,3,16,15,MWF,09:00,09:50,Business & Prof Communication
169242,COM,340,Katharyn Armbruster,3,17,15,MWF,09:00,09:50,Business & Prof Communication
257698,COM,350,Mireille Jain,3,9,15,MW,13:00,14:50,Intro to Mass Communication
257698,COM,350,Mireille Jain,3,15,15,TR,09:30,10:50,Intro to Mass Communication
159350,COM,380,Lashaun Pasha,3,11,15,H,00:00,00:00,Theories of Human Com.
159350,COM,380,Laveta Pea,3,15,15,MW,10:00,11:20,Theories of Human Com.
714023,COM,390,Lovie Lubin,3,17,15,TR,15:30,16:50,Communication Accessibility
438456,COM,410,Coretta Himes,3,12,15,TR,14:00,15:20,Advanced Public Presentations
227514,COM,420,Coretta Himes,3,18,15,TR,09:30,10:50,Nonverbal Communication
709133,COM,430,Lashaun Pasha,3,12,15,TR,14:00,15:20,Gender and Communication
605399,COM,440,Lashaun Pasha,3,16,15,TR,11:00,12:20,Intercultural Communication
605399,COM,440,Laveta Pea,3,17,15,MW,12:30,13:50,Intercultural Communication
810064,COM,470,Coretta Himes,3,18,15,TR,11:00,12:20,Family Communication
810064,COM,470,Coretta Himes,3,16,15,TR,09:30,10:50,Family Communication
844399,COM,495,Edwardo Pokorny,1,10,15,H,00:00,00:00,Special Topics
844399,COM,495,Edwardo Pokorny,1,12,15,H,00:00,00:00,Special Topics
844399,COM,495,Nova Christon,1,10,15,W,17:00,19:50,Special Topics
844399,COM,495,Laveta Pea,1,17,15,TR,15:30,16:50,Special Topics
844399,COM,495,Lashaun Pasha,1,5,18,T,17:00,19:50,Special Topics
323155,COM,499,Coretta Himes,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Coretta Himes,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Mireille Jain,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Laveta Pea,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Laveta Pea,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Katharyn Armbruster,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Katharyn Armbruster,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Katharyn Armbruster,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Katharyn Armbruster,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Katharyn Armbruster,1,1,1,H,00:00,00:00,Independent Study
323155,COM,499,Katharyn Armbruster,1,1,1,H,00:00,00:00,Independent Study
104913,COM,795,Nova Christon,1,1,1,W,17:00,19:50,Special Topics
163764,COU,351,Linsey Khalil,1,33,15,W,19:00,21:00,Techn of Std Dev:Resident I
163764,COU,351,Linsey Khalil,1,33,15,W,19:00,21:00,Techn of Std Dev:Resident I
163764,COU,351,Linsey Khalil,1,33,15,W,19:00,21:00,Techn of Std Dev:Resident I
163764,COU,351,Linsey Khalil,1,33,15,W,19:00,21:00,Techn of Std Dev:Resident I
163764,COU,351,Linsey Khalil,1,33,15,W,19:00,21:00,Techn of Std Dev:Resident I
163764,COU,351,Linsey Khalil,1,33,15,W,19:00,21:00,Techn of Std Dev:Resident I
163764,COU,351,Linsey Khalil,1,33,15,W,19:00,21:50,Techn of Std Dev:Resident I
873059,COU,352,Linsey Khalil,1,31,33,W,19:00,21:00,Techn of Std Dev:Resident II
385641,COU,395,Nellie Borja,1,4,5,TR,10:00,11:50,Special Topics
385641,COU,395,Billie Darrigo,1,6,15,W,19:00,21:00,Special Topics
385641,COU,395,Billie Darrigo,1,6,15,W,19:00,21:00,Special Topics
385641,COU,395,Burt Aquino,1,4,5,TR,10:00,11:50,Special Topics
385641,COU,395,Tomas Jiang,1,6,15,W,19:00,21:00,Special Topics
385641,COU,395,Tomas Jiang,1,6,15,W,19:00,21:00,Special Topics
808786,COU,708,Bianca Rosenfeld,3,6,8,MW,09:00,10:20,Counseling for Wellness
530418,COU,709,Nellie Borja,3,7,12,F,09:00,11:50,Counseling Deaf People
530418,COU,709,Ashely Tellis,3,7,12,F,09:00,11:50,Counseling Deaf People
651804,COU,710,Ashely Tellis,3,8,8,MW,10:30,11:50,Orient to Prof MH
770887,COU,715,Nellie Borja,3,9,16,M,13:30,16:20,Family Therapy
453575,COU,717,Loralee Penman,3,10,10,H,00:00,00:00,Lifespan Development
453575,COU,717,Ashely Tellis,3,7,16,MW,13:30,14:50,Lifespan Development
671737,COU,720,Estefana Thrift,3,8,12,MW,10:30,11:50,Intro to Rsrch for Counselors
671737,COU,720,Estefana Thrift,3,10,12,H,00:00,00:00,Intro to Rsrch for Counselors
969530,COU,721,Burt Aquino,4,4,8,T,09:00,11:50,Foundation Help Skills I
969530,COU,721,Katharyn Armbruster,4,4,8,T,09:00,11:50,Foundation Help Skills I
969530,COU,721,Ashely Tellis,4,2,15,TR,10:00,11:20,Foundation Help Skills I
969530,COU,721,Ashely Tellis,4,3,8,T,09:00,11:50,Foundation Help Skills I
627176,COU,730,Melita Crafford,3,7,16,R,09:30,12:20,Soc&Cltrl Div Fdtns & MC Cnslg
627176,COU,730,Laveta Pea,3,7,16,R,09:30,12:20,Soc&Cltrl Div Fdtns & MC Cnslg
351545,COU,732,Bianca Rosenfeld,3,6,16,MW,09:00,10:20,Theories & App Couns
151474,COU,734,Nova Christon,3,5,10,H,00:00,00:00,Lifestyles & Career Dev
593754,COU,737,Melita Crafford,3,3,8,F,09:30,12:20,Org/Adm Sch Guidance Prgms
192863,COU,740,Melita Crafford,4,1,15,TR,08:00,16:00,Practicum in School Counseling
192863,COU,740,Melita Crafford,4,1,15,W,12:00,13:30,Practicum in School Counseling
522176,COU,741,Melita Crafford,4,2,6,W,12:00,13:30,Internship I in School Cnslg
